AAPL, AVB, AMD, CCC, BA, BLL, C, INTC, GPS, MMM, T, TJX
 15.808242, 81.457779, 14.570000, 10.957174, 73.645119, 12.262475,470.963745, 17.155781, 15.100613, 66.187988, 22.248331, 11.977416
 15.684861, 80.017357, 14.300000, 11.198523, 73.829414, 12.069526,460.899261, 17.184744, 14.913220, 66.463676, 23.765921, 12.047511
 17.003496, 84.299652, 14.390000, 12.492142, 75.917740, 12.323763,464.583618, 17.865181, 15.006915, 67.474541, 23.284870, 12.345413
 17.701376, 83.208107, 15.430000, 12.685222, 78.221077, 12.348736,471.952362, 18.798979, 14.552219, 69.090378, 23.338251, 12.967502
 18.475080, 79.187691, 15.500000, 12.163912, 79.741264, 12.062717,455.867035, 17.771084, 14.607110, 69.082703, 22.564161, 12.906167
 18.487930, 72.550293, 13.870000, 10.542056, 79.626106, 11.558780,422.079163, 17.039968, 13.948493, 68.960213, 22.668144, 11.964272
 16.945665, 74.421516, 12.850000, 10.793057, 80.033035, 11.483871,410.846466, 17.307798, 12.890012, 67.053375, 22.789446, 11.959894
 16.065285, 78.543610, 13.010000, 12.385952, 75.579941, 11.788047,427.273529, 17.439566, 13.133068, 65.835747, 22.454403, 12.056273
 15.687428, 77.045296, 11.890000, 11.536407, 73.903389, 11.472520,443.728180, 17.235935, 13.540781, 67.260117, 22.558378, 13.184699
 17.389065, 77.465622, 12.130000, 12.994147, 75.860176, 11.985536,440.909943, 18.028645, 14.513023, 68.270973, 23.315142, 13.514315
 17.797768, 77.546989, 13.000000, 12.887955, 74.496597, 11.890198,426.182617, 18.726809, 14.709039, 70.060188, 23.032080, 13.400047
 16.935381, 75.343575, 12.610000, 12.704531, 73.063652, 11.831370,413.455353, 18.523172, 14.066110, 68.466331, 22.373518, 12.960562
 17.840178, 78.584305, 12.690000, 13.447880, 76.538155, 11.810902,424.000824, 18.130463, 14.113148, 68.543350, 23.361349, 13.553869
 18.526485, 78.645317, 13.240000, 14.036767, 79.034172, 12.445457,431.909912, 18.814077, 14.544381, 70.591499, 24.568707, 13.224252
 19.724316, 80.041954, 13.200000, 13.476841, 80.883118, 12.224843,424.273560, 18.806812, 14.458136, 72.054436, 24.441612, 12.775973
 20.749926, 84.641998, 13.630000, 14.490501, 78.772240, 12.670619,439.091797, 18.574087, 14.826637, 73.802284, 24.343405, 12.762786
 21.495352, 82.142700, 13.940000, 14.336040, 74.488884, 11.870035,435.182739, 18.581358, 14.905056, 72.508728, 24.638355, 13.439603
 21.902767, 74.508209, 13.800000, 14.142962, 72.339500, 12.017872,385.091644, 19.126797, 13.975797, 66.695404, 24.102365, 12.459541
 23.738068, 80.476501, 12.890000, 14.200885, 73.972710, 11.301440,387.546204, 18.864985, 14.652933, 66.318130, 24.154806, 12.626547
 24.145485, 76.597763, 13.170000, 13.013455, 75.313217, 11.089918,343.000671, 19.490425, 14.337983, 65.363365, 23.548895, 12.204637
 21.253725, 72.643936, 12.370000, 12.221835, 72.578331, 10.496306,304.838409, 18.290462, 15.259209, 61.220871, 22.838112, 12.507885
 21.384825, 69.577850, 12.640000, 12.038410, 69.576553, 10.400779,313.127075, 18.630827, 15.818238, 62.807011, 23.042025, 12.937083
 22.046715, 67.829704, 10.780000, 12.250796, 69.228630, 10.341649,291.945007, 18.309475, 14.873396, 63.715599, 21.923422, 12.575517
 23.419334, 67.904816,  9.760000, 14.056076, 71.548096, 10.519049,306.680359, 19.047112, 16.062319, 64.487129, 22.261335, 12.937083
 24.971876, 70.472412,  9.050000, 15.948239, 72.027451, 10.455111,315.982025, 20.252163, 16.983541, 66.756531, 22.412811, 13.598491
 24.469358, 63.848537,  8.430000, 14.509809, 68.362686, 10.455111,282.735291, 19.200483, 16.676464, 66.555145, 23.968372, 12.743071
 24.921757, 65.405510,  7.790000, 15.784122, 68.865219, 10.502976,278.498901, 19.689806, 17.133135, 66.648079, 24.166449, 12.945900
 25.682610, 63.384197,  7.320000, 15.928932, 68.231239, 10.316073,269.749756, 19.543745, 16.818193, 65.904533, 24.725756, 12.584334
 23.140436, 57.887081,  6.250000, 14.780119, 66.352455,  9.942269,260.079529, 16.556679, 15.479673, 63.325363, 23.822716, 12.019933
 22.194515, 60.532730,  6.250000, 14.104344, 62.254723,  9.999255,263.026733, 16.060047, 13.542741, 60.087852, 22.255512, 12.465280
 20.738356, 57.308361,  7.070000, 14.365000, 60.615639,  9.579861,225.175140, 13.876351, 13.621790, 58.019859, 21.242960, 12.734252
 16.709183, 63.316162,  7.150000, 15.031117, 59.556416,  9.472736,245.344208, 14.606685, 14.072423, 58.484573, 20.742920, 13.325109
 17.189854, 68.345634,  8.000000, 15.089043, 63.986603, 10.573633,273.433594, 15.899375, 15.289929, 62.899361, 22.519541, 14.154068
 16.126976, 62.379173,  6.340000, 16.150974, 61.334694, 10.113217,242.509857, 14.803874, 15.637788, 60.846886, 21.395914, 13.378017
 16.017731, 63.453957,  6.450000, 17.126015, 66.181702, 10.286442,237.385757, 14.776232, 15.574537, 61.923473, 22.284224, 13.283766
 15.353272, 65.961784,  6.710000, 17.811443, 64.519005, 10.434597,234.031784, 14.563152, 15.582438, 61.706581, 20.578199, 14.358316
 16.067854, 63.681309,  7.210000, 15.774468, 64.324776, 10.051674,220.895447, 14.673368, 15.946113, 61.105576, 20.489954, 14.150483
 15.711848, 63.557304,  6.490000, 15.417274, 59.515366,  9.984429,194.809143, 14.746844, 15.479673, 59.632511, 20.595848, 13.818830
 16.272209, 64.976555,  6.380000, 14.442233, 59.227909,  9.879354,184.281433, 15.180348, 15.661498, 60.427467, 20.607618, 14.265455
 17.128162, 71.838707,  6.110000, 14.616001, 58.116833, 10.057524,209.622421, 15.981256, 16.894819, 60.778229, 21.678286, 15.003926
 18.379972, 65.520851,  5.910000, 15.233850, 57.083466, 10.311076,194.063782, 15.275881, 15.432233, 60.754826, 22.154800, 14.446757
 19.674192, 72.316391,  6.230000, 14.953888, 58.777260, 11.044316,224.342545, 16.069431, 15.060660, 62.757935, 22.637199, 14.663434
 18.910769, 66.976646,  6.010000, 13.505804, 59.717392, 10.516653,217.634659, 15.606527, 14.252043, 61.160141, 21.943020, 13.297030
 20.697229, 70.300064,  6.110000, 15.069734, 61.115925, 11.820959,233.938599, 16.569071, 15.085726, 64.612907, 22.295174, 14.168170
 21.814089, 72.921265,  6.060000, 14.268459, 65.917519, 12.373743,247.820328, 16.576427, 15.355683, 60.653526, 22.931158, 14.566151
 23.254822, 73.261963,  6.160000, 14.924928, 66.577972, 12.318925,245.863831, 17.325890, 14.831653, 61.222477, 23.852448, 14.207967
 23.577419, 69.118095,  6.940000, 16.875011, 65.311501, 12.286944,222.973709, 17.171585, 14.244099, 59.484409, 22.937103, 13.725970
 24.113356, 72.441544,  7.260000, 17.965906, 66.482635, 12.704959,218.161301, 18.478979, 14.633157, 61.308231, 23.816780, 14.124710
 23.284384, 68.478432,  6.880000, 16.720549, 63.602268, 12.104207,199.289185, 17.303709, 14.244099, 59.086922, 22.901436, 13.854021
 24.258581, 70.362617,  6.880000, 17.106707, 64.609238, 12.403440,206.554977, 17.133705, 14.490233, 60.843246, 23.715738, 14.226772
 23.858877, 68.937317,  7.430000, 17.753515, 57.107761, 11.918558,189.287033, 16.926739, 13.632732, 58.725197, 22.711233, 14.027084
 22.153391, 68.457581,  7.520000, 18.670643, 58.637733, 12.035271,193.250153, 16.749344, 14.291739, 59.713631, 21.801832, 14.674968
 22.526104, 64.445778,  6.990000, 17.000515, 59.191944, 11.836171,182.115646, 16.534986, 13.855047, 57.281765, 20.464481, 14.408713
 21.860355, 61.330914,  5.950000, 15.166274, 52.236900, 10.911612,162.771729, 15.884527, 13.291318, 54.528294, 19.471869, 14.133586
 21.864210, 61.059246,  5.300000, 14.123653, 50.324471, 10.717086,158.714264, 15.271025, 13.061060, 54.489071, 19.364883, 13.858457
 22.180380, 61.248829,  4.840000, 15.021465, 49.395565, 10.511121,152.769547, 15.256244, 12.170260, 53.908562, 19.364883, 13.911707
 21.225460, 65.517426,  4.650000, 14.799426, 53.189213, 11.563834,182.587402, 16.328024, 13.247633, 54.081158, 19.328039, 15.327285
 20.836035, 67.420029,  4.360000, 15.465544, 49.824890, 10.339482,177.869354, 16.268896, 13.000234, 55.657928, 18.894783, 14.408713
 20.134302, 69.694763,  4.280000, 18.390675, 48.404213, 10.220481,178.058167, 16.520208, 13.040137, 55.030384, 18.317104, 15.118716
 21.790953, 73.387642,  5.130000, 18.545135, 52.970654, 10.282271,186.131424, 17.909821, 14.436723, 57.642651, 18.636026, 16.361235
 22.586510, 71.407822,  5.640000, 18.120367, 50.619400, 10.396698,178.067932, 18.044170, 15.482170, 57.650475, 19.051239, 16.010000
 22.721458, 71.000610,  5.810000, 18.371368, 51.483341, 10.408139,174.132217, 17.471460, 15.865228, 56.701271, 18.756382, 16.023359
 21.788382, 70.207268,  6.290000, 20.591764, 51.491192, 10.508835,182.291672, 17.010317, 15.522069, 56.564453, 19.249811, 16.134661
 20.586699, 70.221283,  5.960000, 19.462257, 49.394173, 10.094124,183.059616, 15.329364, 15.314582, 54.660519, 18.954960, 15.302104
 19.142107, 70.319580,  5.750000, 18.004520, 49.716183, 10.355595,172.404312, 14.994662, 15.458226, 55.418953, 18.979027, 15.137375
 18.110075, 72.945358,  5.420000, 20.263533, 46.935848,  9.704213,198.226608, 14.302945, 15.226790, 57.417648, 18.311090, 14.491810
 16.481693, 69.687721,  5.160000, 20.138035, 45.804863,  9.805132,193.426910, 14.280631, 14.660177, 54.865940, 18.052332, 14.229134
 12.475660, 60.476528,  4.530000, 16.044777, 42.278393,  8.215671,176.148102, 12.874882, 13.431180, 51.034397, 16.921059, 13.298632
 12.440957, 57.608227,  3.810000, 16.122009, 32.829956,  7.149144,135.446808, 11.298063, 11.029054, 42.865738, 13.491115, 11.419815
 12.518071, 51.833942,  4.210000, 16.102701, 34.989834,  7.399147,142.838333, 11.528633, 10.769114, 44.627464, 15.458345, 12.011951
 12.386978, 45.478687,  3.030000, 14.336040, 35.531757,  6.811987,116.536087, 10.621219,  8.995664, 47.092278, 15.085486, 10.520478
 13.827712, 50.317753,  3.500000, 12.858993, 41.170963,  7.844108,131.031097, 11.922840, 10.383931, 50.797409, 16.362986, 11.914004
 12.626031, 45.592037,  3.160000, 14.500154, 36.584213,  7.942730,114.888184, 10.881543, 10.287634, 51.216110, 16.503572, 10.769799
 11.597850, 39.293465,  2.430000, 12.405258, 32.475319,  7.516121, 92.532608,  9.993231,  9.268501, 49.817795, 16.900877,  9.532358
 10.613371, 33.866344,  1.820000, 11.101983, 31.320005,  6.922080, 36.643700,  9.835679,  9.709858, 48.427376, 15.397218,  8.915346
 11.910160, 42.984764,  2.360000, 12.328027, 33.733498,  8.360168, 80.577240, 10.353346, 10.448128, 53.303825, 17.457111, 10.203015
 12.081095, 47.207432,  2.130000, 11.768100, 31.280437,  8.037611, 74.939751,  9.970725, 11.242572, 47.665218, 17.206497,  8.977941
 12.629888, 44.663910,  2.280000, 13.245150, 31.019308,  9.215420, 74.842552, 11.066076, 10.584548, 44.630905, 17.224838,  8.852747
 11.567005, 45.698318,  2.270000, 14.934581, 32.633583,  9.502970, 68.233086, 10.833503, 10.889487, 45.092808, 17.188160,  9.232792
 11.028499, 40.412907,  2.180000, 14.480845, 32.071747,  9.300536, 65.414345, 10.638438, 10.408008, 44.391972, 17.078135,  8.960057
 11.663397, 44.242661,  2.380000, 15.455890, 35.806721,  9.843430, 69.399460, 11.403685, 11.290721, 47.139595, 17.982779,  9.635191
 11.641547, 40.453175,  2.690000, 14.905618, 35.173683,  9.429356, 65.608742, 10.615933, 10.424053, 45.984798, 16.307974,  9.299855
 10.581241, 40.957462,  2.290000, 14.722195, 33.598965,  9.026786, 34.019337, 10.308333,  9.801168, 44.933529, 15.648380,  9.232792
 11.356230, 40.327110,  2.070000, 14.451884, 33.219135,  8.872660, 33.727753,  9.843183,  9.688143, 42.130157, 16.200380,  8.906403
 11.583714, 38.421257,  2.190000, 12.134951, 33.480274,  8.819749, 34.505333,  9.678127,  9.106850, 42.838974, 15.270041,  8.682849
 12.816242, 37.486874,  2.410000, 13.978846, 33.962971,  9.484566, 38.094948, 11.051073,  9.639700, 41.723995, 16.175570, 10.203015
 12.744272, 32.822334,  2.420000, 14.558077, 32.355038,  9.604184, 34.002914, 10.520640,  9.381349, 39.358643, 15.003343,  9.675431
 11.721232, 32.651768,  2.030000, 13.853344, 29.022028,  9.210816, 18.998762,  9.686872,  9.324836, 37.630424, 14.625001,  9.570201
 11.478327, 31.457827,  2.180000, 14.142962, 25.129507,  9.268328, 14.614432,  9.656556,  8.711252, 36.598473, 14.742844, 10.006026
 10.962953, 31.250185,  2.140000, 12.849339, 24.058470,  8.588211, 10.035245,  9.406425,  7.952348, 33.676079, 14.004770,  9.655569
 12.329144, 36.330009,  2.520000, 14.838041, 26.696110,  9.180901, 17.342457, 11.142178,  9.680066, 38.643349, 15.052956, 11.160741
 13.056581, 33.089302,  2.670000, 14.384307, 26.016714,  9.545277, 25.526541, 11.104278,  9.671992, 36.976849, 15.710401, 11.084359
 13.732609, 35.254715,  3.370000, 13.698881, 29.997149, 10.001898, 25.526541, 11.687916, 10.543925, 40.519157, 16.125954, 11.924558
 14.907303, 39.711601,  3.430000, 15.378660, 30.125032, 10.188702, 27.767418, 12.089643, 12.312012, 41.952202, 16.640741, 11.987465
 15.367409, 41.945614,  3.750000, 16.990858, 31.291996,  9.969615, 29.618582, 12.112379, 12.182837, 42.773361, 16.187977, 12.391837
 15.862221, 45.505306,  3.560000, 17.869366, 30.628586,  9.951164, 35.561775, 11.824352, 12.275481, 43.320812, 16.347002, 12.733310
 15.923913, 46.412247,  3.510000, 17.521822, 30.948301,  9.298516, 31.080025, 11.839513, 12.405376, 45.888977, 15.849345, 12.638956
 16.353180, 40.857273,  3.820000, 16.479206, 32.938522,  8.763484, 28.936575, 11.983524, 12.803193, 46.597439, 16.384800, 12.522136
 16.603794, 44.129791,  3.930000, 13.679574, 36.631214,  8.950282, 39.166676, 11.589380, 13.436450, 48.376652, 15.906042, 12.607502
 15.733695, 40.683456,  4.010000, 12.299066, 34.707054,  9.042531, 33.905483, 11.611157, 12.307949, 46.629642, 15.672964, 12.059351
 15.743981, 41.295647,  4.260000, 12.212181, 34.658627,  8.968733, 35.756649, 11.504143, 13.306552, 45.140255, 14.917031, 12.761340
 17.454611, 46.465153,  4.540000, 11.130943, 36.200260,  9.178594, 36.243790, 12.016288, 14.491883, 46.370312, 15.616271, 13.316373
 18.593323, 48.188316,  4.630000, 12.897608, 42.495968, 10.090113, 33.710629, 12.169165, 13.501398, 49.488743, 15.471386, 13.772137
 17.603695, 46.253532,  4.470000, 12.704531, 41.519329,  9.942136, 33.808048, 12.467276, 13.290316, 49.537464, 15.754856, 13.866899
 17.926291, 43.615871,  3.870000, 13.158262, 39.097900,  9.690113, 30.885170, 12.237958, 12.827549, 48.213757, 15.143817, 13.921049
 18.306719, 41.862457,  3.620000, 13.515458, 33.803066,  9.916705, 29.521149, 12.451991, 13.038635, 48.124424, 15.635170, 14.142161
 17.995687, 40.567497,  3.780000, 12.636950, 32.955574, 10.883170, 28.059706, 12.780681, 12.494678, 48.928398, 15.490279, 13.447238
 17.802910, 39.430801,  3.490000, 11.381945, 32.003147, 10.534044, 25.234257, 12.260893, 12.145578, 48.554836, 14.765849, 14.385834
 19.503258, 41.450737,  4.000000, 10.957174, 33.383347, 10.857739, 29.423723, 14.362973, 13.200849, 51.096680, 15.364937, 15.883983
 20.562281, 43.416885,  3.770000, 11.806716, 34.198555, 11.449642, 26.598263, 14.798683, 13.013084, 56.375256, 16.306829, 16.190840
 20.999258, 44.699516,  3.660000, 12.231488, 34.634418, 11.181434, 30.885170, 14.714603, 13.323306, 57.268555, 16.806604, 16.348772
 21.271723, 54.269196,  3.700000, 12.665912, 37.685413, 10.924794, 37.510380, 14.141300, 15.168325, 59.201336, 16.415747, 16.010334
 21.434944, 50.014301,  3.690000, 13.718190, 36.564159, 11.694730, 39.361538, 14.452419, 15.331599, 57.918243, 16.306829, 15.834346
 21.748549, 50.045017,  3.700000, 14.056076, 37.379055, 11.579123, 45.791882, 14.544812, 15.903063, 58.990192, 16.659233, 16.237217
 21.855217, 50.021976,  4.470000, 13.245150, 41.592049, 11.273921, 50.955647, 15.591978, 16.270432, 58.831985, 16.793793, 16.540586
 21.888636, 49.184818,  4.530000, 13.611997, 40.051903, 11.213311, 47.253323, 15.122294, 17.241928, 58.365704, 16.345270, 16.386631
 22.126400, 52.456642,  5.680000, 15.475200, 41.844666, 11.352318, 44.915016, 15.022198, 17.633793, 60.533474, 17.082123, 16.585861
 23.779196, 58.170795,  5.700000, 15.002156, 43.205524, 11.799460, 41.504986, 15.060697, 17.976665, 61.040619, 17.332012, 17.224302
 23.438612, 55.190826,  5.830000, 14.529117, 41.983204, 11.338417, 42.674137, 14.914405, 17.535824, 60.369865, 17.274345, 16.685474
 23.763775, 52.864521,  5.310000, 14.007807, 41.885406, 11.319884, 44.038158, 14.606412, 16.988850, 58.840172, 16.992420, 16.427383
 24.479639, 57.195381,  5.880000, 14.857348, 42.936623, 11.945418, 45.109886, 15.530378, 18.156267, 61.130615, 16.441387, 17.120159
 24.168615, 56.021301,  5.740000, 15.600699, 43.344059, 11.889817, 44.720161, 15.538082, 18.816074, 62.185867, 16.719498, 17.346554
 26.210833, 56.868824,  5.600000, 14.596694, 40.654919, 11.621069, 43.453571, 15.230087, 18.045732, 63.658295, 16.739016, 18.012161
 24.226456, 53.478779,  4.600000, 15.291774, 38.951805, 11.428772, 39.848694, 14.714210, 17.488459, 60.181717, 16.699982, 16.911869
 24.977018, 52.506851,  5.040000, 13.988499, 40.483795, 11.468159, 39.556389, 14.575612, 18.873442, 61.686893, 16.869131, 17.355612
 26.276381, 57.140957,  6.530000, 13.100338, 41.662476, 11.611798, 39.458969, 15.377255, 18.373537, 63.249294, 17.077311, 17.649927
 25.694174, 55.974663,  6.950000, 13.698881, 42.500988, 11.674352, 40.920418, 14.927268, 17.988365, 62.693020, 16.927679, 17.623602
 25.780289, 53.743137,  6.850000, 13.602342, 43.117538, 11.549244, 39.556389, 14.826408, 18.053923, 63.192116, 17.558729, 17.541842
 24.845932, 59.823463,  7.860000, 13.611997, 44.950756, 11.421160, 39.556389, 15.873800, 17.840857, 64.418907, 17.955564, 16.547112
 25.019426, 59.667931,  8.640000, 13.573380, 45.707062, 11.952752, 38.484669, 15.439327, 17.586805, 67.308853, 18.222300, 16.983156
 25.117111, 62.062744,  9.050000, 13.496150, 43.931389, 11.899361, 33.126045, 15.229847, 17.119677, 66.666656, 17.773415, 16.706083
 26.866302, 67.326660,  9.910000, 13.611997, 45.608410, 12.075785, 32.638897, 15.772941, 16.972168, 67.967552, 18.280855, 16.715168
 27.083506, 63.843300,  9.680000, 13.418918, 44.498611, 12.001501, 32.249187, 15.827246, 17.168850, 68.066330, 18.235315, 16.601614
 27.244156, 62.375042,  9.430000, 14.587039, 50.639477, 12.087394, 34.977211, 16.160862, 16.718113, 69.424873, 17.630293, 17.510046
 26.466595, 62.406452,  8.840000, 14.355346, 49.998264, 11.934183, 33.320908, 16.137585, 16.095024, 68.642693, 17.029541, 16.937735
 25.415281, 59.271603,  7.880000, 13.843690, 47.490948, 11.804188, 31.664602, 15.447088, 15.519025, 67.086571, 16.765411, 16.687914
 24.683992, 60.190845,  7.460000, 12.926571, 49.817398, 11.790257, 32.346611, 15.051402, 15.700060, 66.271439, 16.745607, 17.264774
 25.120964, 59.389465,  7.350000, 12.453528, 48.008858, 11.734543, 31.372318, 15.105715, 16.358339, 64.665924, 16.666365, 17.401035
 25.753294, 59.310917,  7.870000, 12.926571, 49.371220, 11.929540, 30.982590, 15.977311, 16.415939, 65.192856, 16.554110, 17.073999
 25.919090, 61.927208,  7.930000, 12.955531, 52.632267, 12.217392, 33.320908, 16.282318, 16.333652, 67.119507, 16.573921, 17.839224
 26.298227, 63.969959,  7.910000, 14.973194, 52.276371, 12.544701, 33.126045, 16.055521, 17.691362, 66.424843, 16.382431, 18.969269
 28.139957, 65.368477,  8.610000, 15.446236, 56.224415, 12.768422, 34.100346, 16.258856, 18.366102, 68.322701, 16.501289, 18.923700
 29.123152, 67.756927,  8.930000, 15.793776, 57.797020, 12.663766, 38.679531, 16.634237, 18.761074, 67.444206, 16.917288, 19.197102
 28.564075, 69.116150,  9.110000, 16.035128, 58.533649, 12.605618, 37.997524, 17.197315, 19.106672, 67.924927, 17.326681, 19.584417
 29.675798, 68.966896,  9.020000, 16.643318, 60.081409, 12.559107, 41.992130, 17.392836, 19.271244, 67.129303, 17.326681, 19.743900
 30.327406, 67.364105,  9.370000, 16.498512, 60.412464, 12.619575, 40.725548, 17.510138, 19.444038, 69.491257, 17.240843, 19.461386
 31.075403, 73.723839,  9.300000, 17.541134, 59.940712, 12.645158, 44.330444, 17.635263, 20.447926, 69.192917, 17.458748, 20.427391
 31.796417, 72.215729,  9.810000, 16.913628, 58.591572, 12.633527, 44.427864, 18.706675, 20.658775, 69.416687, 17.399746, 20.814705
 34.807686, 80.383430,  9.760000, 16.923285, 62.183716, 12.877734, 47.350761, 18.800522, 21.534712, 71.753769, 17.614477, 21.876398
 33.555882, 82.582146,  9.070000, 14.963541, 59.948994, 12.375369, 42.576714, 17.862059, 20.435661, 73.485847, 17.486980, 21.115440
 30.313269, 77.581497,  8.380000, 13.679574, 55.222904, 11.510190, 38.971828, 16.665514, 18.402838, 68.480179, 16.842794, 19.898825
 32.621521, 79.692871,  8.800000, 14.886311, 58.124107, 11.840446, 38.776958, 17.239851, 18.973019, 70.179131, 17.044100, 20.618771
 31.143524, 74.858917,  8.400000, 14.123653, 53.745239, 11.635781, 36.536079, 16.468033, 18.303673, 66.880661, 16.675035, 20.105982
 33.014805, 77.835495,  8.570000, 14.355346, 53.428898, 11.454370, 38.582100, 16.869694, 18.014454, 66.141998, 16.305971, 20.782583
 32.896561, 73.080902,  8.110000, 13.901614, 50.906464, 11.920968, 36.925797, 16.499535, 17.320318, 63.464958, 16.218737, 20.339140
 32.581676, 81.939201,  8.120000, 13.862998, 54.427876, 12.200640, 37.802666, 16.255392, 18.171459, 65.299690, 16.970287, 21.052305
 35.224106, 82.550385,  8.830000, 14.799426, 56.575680, 12.850874, 39.069244, 16.853943, 17.551699, 67.701515, 17.064234, 21.011164
 34.276894, 79.946869,  8.090000, 13.322380, 57.249992, 12.550229, 38.387234, 15.774974, 16.692291, 65.800072, 16.634773, 19.721970
 31.737286, 72.469704,  7.170000, 12.598337, 51.564125, 12.070130, 36.925797, 15.121299, 16.097319, 64.774292, 16.299255, 19.369957
 33.366959, 79.268547,  7.340000, 13.167918, 53.828487, 12.657439, 39.361538, 15.940365, 15.389622, 68.518814, 16.661615, 19.072798
 32.117722, 77.226395,  7.370000, 12.048064, 51.530827, 12.573538, 37.997524, 16.554668, 15.057416, 67.509705, 16.857725, 18.853365
 33.408085, 83.489059,  7.820000, 13.081034, 56.550716, 13.330977, 39.166676, 17.082338, 15.289960, 71.863014, 17.438087, 19.603106
 33.062359, 84.161781,  7.490000, 12.781760, 56.725529, 13.573360, 39.946121, 16.223892, 15.040803, 71.337616, 17.711199, 18.981367
 33.427368, 81.158569,  7.450000, 11.893602, 57.191723, 13.624631, 39.556389, 16.263268, 15.181995, 72.797050, 18.120863, 19.054514
 32.014908, 81.831299,  6.490000, 11.797063, 54.306324, 13.323983, 37.802666, 15.196967, 14.675372, 70.061661, 18.243759, 18.697926
 32.084301, 83.649239,  6.250000, 12.144604, 54.105312, 13.316995, 36.536079, 15.006510, 14.384684, 67.267868, 18.059408, 19.167122
 31.053566, 83.168724,  6.080000, 12.347336, 52.899258, 13.165506, 36.633511, 14.577980, 14.143833, 67.975784, 18.393972, 18.868927
 33.257710, 88.406296,  6.090000, 12.511451, 54.138824, 13.769126, 38.094948, 14.625596, 14.658756, 70.057007, 18.735361, 19.217585
 33.854061, 85.763496,  5.810000, 12.308721, 53.468788, 13.868256, 38.094948, 14.260548, 14.426215, 70.443054, 19.001640, 18.859749
 35.391186, 87.821701,  6.120000, 12.733492, 52.723370, 14.001337, 38.484669, 14.927152, 15.705218, 72.230583, 19.233786, 19.639647
 37.569641, 85.611336,  6.840000, 13.332033, 54.105312, 14.057369, 37.997524, 15.411234, 15.638778, 72.977463, 19.513723, 20.667274
 36.310116, 84.193817,  7.050000, 14.355346, 55.973038, 13.865924, 39.848694, 15.331877, 15.373007, 73.531357, 19.670765, 20.433310
 37.794548, 85.418976,  7.050000, 14.818733, 57.983143, 14.036356, 40.822983, 15.490587, 15.123852, 74.823730, 19.267920, 20.492943
 40.451103, 88.883881,  7.120000, 14.789771, 58.720173, 14.517309, 38.484669, 15.331877, 16.301805, 74.806938, 19.623749, 20.658106
 39.516747, 88.908127,  6.890000, 15.050426, 59.683369, 14.330530, 40.043545, 15.744534, 15.992807, 75.897903, 19.596048, 20.580114
 38.682644, 85.863213,  7.340000, 14.490501, 59.164093, 15.026278, 40.628113, 15.911190, 15.875887, 70.678055, 19.755360, 21.052639
 40.758282, 91.533035,  8.040000, 14.789771, 59.691723, 15.423179, 43.745865, 16.855537, 17.379124, 72.457161, 20.274870, 21.603153
 39.588711, 87.898529,  7.630000, 13.776113, 53.160595, 15.147683, 41.797279, 17.219437, 17.111887, 72.373207, 19.713800, 21.006758
 39.421638, 88.084274,  7.470000, 14.017461, 53.581902, 15.280764, 41.602421, 16.907520, 17.287268, 71.341003, 19.616821, 21.211954
 40.484524, 88.762741,  7.550000, 13.853344, 54.601471, 15.145351, 40.043545, 17.067478, 17.454290, 71.273270, 19.346682, 21.331617
 40.798111, 92.429543,  7.650000, 13.891960, 56.067612, 16.074575, 43.356140, 17.347403, 17.905266, 73.418259, 19.734583, 20.843781
 41.199100, 91.363449,  8.070000, 14.934581, 54.062195, 15.895954, 46.473881, 17.523359, 17.938669, 71.205742, 20.011654, 20.742523
 41.205532, 87.995438,  8.100000, 14.683578, 54.795273, 16.017546, 45.791882, 17.163452, 17.696478, 72.936913, 20.233311, 19.992352
 41.589817, 89.376564,  8.040000, 14.934581, 54.820549, 16.183571, 45.597031, 16.667585, 17.921968, 73.021347, 20.226387, 20.475590
 41.456154, 90.903069,  8.180000, 14.596694, 54.989071, 15.912324, 46.084183, 16.819538, 18.489851, 72.877785, 20.351072, 20.429567
 43.198914, 89.154816,  8.830000, 13.650614, 58.460648, 16.387005, 48.130196, 16.523621, 17.128586, 72.818672, 19.983950, 21.009455
 44.787437, 91.589020,  8.200000, 14.046422, 59.042046, 16.323870, 49.981358, 16.859533, 17.122412, 74.397820, 19.979586, 21.156733
 41.990799, 91.857697,  7.540000, 13.486496, 60.398663, 16.260736, 47.643055, 16.651590, 16.862347, 75.402740, 19.909306, 21.736618
 43.196335, 92.631119,  7.490000, 13.611997, 58.334259, 16.583427, 45.986748, 17.163452, 16.107313, 73.840485, 19.318985, 21.957529
 44.532970, 92.647408,  8.400000, 13.862998, 60.145874, 17.238157, 46.961048, 17.339407, 16.862347, 74.558266, 19.656311, 22.873384
 45.863174, 94.438477,  8.280000, 13.592688, 60.786270, 17.315317, 47.545616, 17.550732, 17.952942, 77.522369, 20.007690, 23.379641
 45.054775, 94.495468,  9.180000, 13.853344, 61.902195, 17.303631, 47.837902, 17.857222, 19.337162, 78.501938, 20.077972, 23.117916
 44.746315, 96.156296,  9.290000, 13.534767, 61.275032, 16.882730, 45.791882, 17.631386, 19.085489, 76.671799, 19.768757, 23.233326
 46.268021, 93.648773,  9.230000, 13.911266, 60.851295, 16.772764, 44.233006, 17.389420, 18.112343, 78.319931, 19.621172, 23.348730
