AAPL, AVB, AMD, CCC, BA, BLL, C, INTC, GPS, MMM, T, TJX
  1.451017, 27.594164, 12.680000,  6.016335, 25.883698,  5.911330,366.811554, 20.066198, 13.789852, 50.213417, 11.339757,  8.674089
  1.329563, 27.303329, 10.870000,  5.307433, 24.596369,  5.959496,354.087524, 18.759182, 13.438693, 50.733318, 10.370220,  8.014011
  1.393824, 27.570898, 11.890000,  5.568607, 25.927078,  6.103995,367.748322, 20.368876, 13.686862, 51.656395, 10.745680,  8.496368
  1.521704, 28.383892, 13.240000,  5.531296, 26.722620,  6.141214,373.915161, 20.932961, 14.371203, 52.370785, 10.432011,  8.762938
  1.461941, 27.456865, 13.990000,  5.624574, 26.932343,  6.022988,377.662048, 21.779078, 14.378723, 52.377861, 10.633539,  8.978737
  1.452302, 26.630199, 13.590000,  5.568607, 26.238064,  5.921182,371.573273, 21.380100, 13.649264, 53.530796, 11.087878,  8.746017
  1.470938, 26.966759, 15.200000,  5.988352, 27.836355,  6.152163,370.012054, 22.666485, 14.348644, 55.787197, 11.590554,  8.881415
  1.445876, 27.651718, 17.010000,  5.988352, 28.132872,  6.108373,375.505890, 23.299355, 15.491714, 55.907440, 11.097543,  9.626114
  1.379044, 28.017801, 17.860001,  5.669723, 28.385990,  6.042694,365.125366, 22.576704, 16.221189, 55.546719, 11.411717,  9.430211
  1.303216, 27.456865, 16.799999,  5.763438, 28.229168,  5.998904,364.417603, 22.246317, 15.672208, 54.825218, 11.131380,  9.375115
  1.343701, 28.224461, 17.969999,  5.763438, 27.887756,  6.124796,369.843719, 23.086056, 16.168549, 56.147419, 11.252212,  9.574313
  1.339845, 28.413416, 16.070000,  5.697836, 27.604448,  6.371805,366.305023, 22.094883, 15.754927, 57.355049, 11.788725,  9.074199
  1.342416, 29.169220, 15.270000,  5.763438, 28.599661,  6.333388,373.933075, 21.241379, 15.732379, 57.873623, 11.870894,  9.150486
  1.265945, 29.057026, 14.260000,  5.941494, 30.132435,  6.458518,379.595093, 21.041763, 17.048420, 59.720566, 12.199563,  8.951285
  1.335346, 28.903503, 14.700000,  5.997723, 30.125162,  6.479373,376.370911, 21.585527, 17.285042, 59.819984, 12.185066,  9.023336
  1.367477, 27.946945, 14.860000,  5.847779, 30.502907,  6.419003,385.335846, 22.136185, 16.961323, 59.223320, 12.634576,  9.158962
  1.478006, 28.843603, 15.540000,  6.091437, 30.975094,  6.326801,392.334808, 23.382036, 14.943740, 58.534256, 12.663575,  9.485312
  1.460013, 28.394327, 16.760000,  6.700581, 31.970303,  6.409122,389.267853, 22.638657, 15.395433, 60.722206, 12.943460,  9.998147
  1.449731, 28.580027, 15.320000,  6.653724, 30.401217,  6.455225,395.716370, 21.853973, 14.838339, 58.221672, 12.919014,  9.921857
  1.449731, 29.412687, 14.860000,  6.485038, 30.328571,  6.867937,389.110535, 21.007347, 13.987640, 56.182945, 12.469145,  9.743846
  1.459371, 30.311239, 14.940000,  6.925495, 32.217281,  7.087465,390.950256, 21.255140, 15.222280, 56.694386, 12.723416,  9.883714
  1.478006, 30.107582, 14.940000,  6.541266, 32.289932,  7.035876,392.377289, 20.772247, 15.207229, 56.602062, 12.249100,  9.781995
  1.439450, 30.221386, 14.650000,  6.316352, 32.335621,  7.032586,387.620239, 20.675762, 15.418015, 56.616280, 11.676989, 10.038659
  1.537127, 30.179451, 15.000000,  6.664166, 31.628237,  7.087465,398.482147, 20.124413, 15.658920, 55.672382, 11.740555,  9.996213
  1.718343, 32.048450, 15.360000,  7.153625, 31.154213,  7.277925,396.420898, 19.952114, 16.294666, 56.129059, 12.234435, 10.420678
  1.771037, 31.497332, 15.000000,  6.730056, 29.389383,  7.247118,390.950256, 19.083727, 15.812311, 54.387955, 11.911699, 10.085354
  1.661793, 32.623516, 15.250000,  6.570041, 28.754930,  7.185507,399.116577, 18.256708, 15.548515, 56.913979, 12.038839, 10.170246
  1.737622, 31.808825, 15.510000,  6.673579, 28.696579,  7.381345,396.896545, 18.870077, 15.887679, 57.070976, 11.696547, 10.344275
  1.767181, 32.341991, 17.450001,  7.153625, 30.512457,  7.634397,410.692078, 19.380085, 16.596148, 58.355377, 12.161083, 10.573489
  1.769109, 31.198523, 17.000000,  6.899484, 30.155109,  7.692704,408.551208, 18.863186, 16.437870, 58.819187, 11.960594, 10.615941
  1.875140, 31.016428, 16.049999,  6.607691, 30.264509,  7.668499,397.213531, 18.229130, 16.701656, 59.746819, 11.966606, 10.743279
  1.780033, 30.500504, 16.360001,  6.908897, 30.957306,  7.713609,389.919464, 18.973467, 17.334753, 62.722374, 12.585482, 10.908819
  1.656652, 30.124174, 14.220000,  5.657012, 31.132326,  7.261421,381.277649, 17.732914, 16.588604, 61.709137, 12.328027, 10.429171
  1.713845, 30.354832, 14.910000,  5.468759, 31.650114,  6.747622,373.500488, 18.242908, 16.581064, 60.246292, 12.248812,  9.987723
  1.738907, 31.052832, 13.870000,  5.176965, 31.679287,  7.191007,364.946411, 18.664171, 16.498163, 59.803928, 12.129991, 10.115060
  1.742120, 31.835840, 14.240000,  5.581710, 31.650114,  7.154700,362.468109, 19.016193, 17.018200, 59.168823, 12.045818, 10.381093
  1.803168, 33.049801, 15.550000,  5.848930, 33.556347,  7.515572,371.182098, 19.706432, 18.220346, 60.601566, 11.733904, 10.593728
  1.849436, 32.800941, 15.120000,  5.688037, 34.362286,  7.554657,372.141418, 19.423420, 18.597586, 60.816570, 11.847780, 10.836143
  1.975388, 33.159054, 15.750000,  5.886787, 35.717731,  7.695806,378.536957, 19.768547, 18.559858, 61.791241, 12.283467, 10.802120
  2.114834, 33.929920, 14.880000,  5.953037, 36.487034,  7.790638,379.736267, 19.078312, 18.454233, 62.414707, 12.179498, 10.742581
  2.165601, 34.901073, 15.500000,  6.653394, 37.586052,  7.889881,374.140076, 19.174940, 18.959726, 63.539928, 11.783416, 11.027521
  1.997236, 34.749332, 15.270000,  6.397861, 36.281891,  7.802766,365.825928, 18.174095, 17.684673, 62.708576, 11.936900, 10.215231
  1.929762, 35.348495, 14.810000,  6.151788, 36.662868,  7.835848,359.989868, 18.339743, 17.911015, 62.816090, 11.679446,  9.598576
  2.069209, 35.575840, 12.640000,  6.132860, 35.996147,  8.092776,348.717743, 15.689215, 16.764229, 62.952248, 11.587147,  9.305130
  1.972818, 34.949104, 12.120000,  5.347323, 34.479511,  7.721164,354.233978, 15.647796, 16.349272, 59.211250, 12.148947,  9.475246
  2.078205, 35.760151, 12.490000,  5.990894, 37.183071,  7.959352,352.475037, 16.828115, 17.126369, 59.024864, 12.710747,  9.981324
  1.913697, 36.067379, 11.260000,  6.123394, 35.410004,  7.903111,348.439911, 15.716824, 14.817703, 57.240398, 12.464963,  9.032956
  1.981814, 36.177967, 11.060000,  6.066608, 36.428425,  7.959352,355.055298, 14.906302, 14.802611, 55.656544, 12.570298,  9.190309
  1.979244, 37.542015, 11.970000,  6.132256, 37.120243,  8.222898,370.706451, 14.947787, 15.557089, 57.527050, 12.826120,  9.077589
  2.207371, 36.859997, 11.960000,  6.426986, 38.245770,  8.184305,376.918640, 15.224342, 14.553643, 58.662613, 12.961551,  9.000875
  2.263920, 37.517445, 10.900000,  6.522058, 39.062325,  8.294575,377.886566, 13.862306, 15.167159, 60.433716, 13.142132,  9.388697
  2.305047, 37.326973, 12.210000,  6.560087, 39.834743,  8.036141,381.113586, 14.221825, 15.121839, 60.973709, 13.327731,  9.324770
  2.386659, 37.296242, 12.700000,  6.417478, 40.570385,  8.056042,378.774109, 14.235654, 15.114288, 59.267426, 13.282582,  9.431316
  2.396298, 36.405319, 12.420000,  6.607625, 39.091751,  7.949899,356.184723, 13.917620, 14.615764, 56.646717, 13.066890,  9.333291
  2.484978, 37.726341, 13.430000,  6.892845, 38.606224,  8.301507,361.993469, 14.415417, 14.381612, 57.373894, 13.202327,  9.559166
  2.510041, 38.989193, 13.500000,  7.073486, 36.855408,  8.316981,359.492462, 14.208003, 14.464697, 57.064335, 13.458145,  9.542119
  2.923882, 39.853401, 14.000000,  7.044963, 36.921612,  8.330256,354.490509, 14.249483, 14.502462, 56.142754, 13.538696,  9.435575
  3.046621, 40.730072, 15.560000,  6.683684, 36.421387,  8.336886,343.357269, 14.726542, 15.031196, 54.630829, 12.807976,  9.904371
  3.367284, 40.705193, 16.820000,  6.541073, 36.708286,  8.812331,357.959625, 15.390272, 15.091626, 55.847588, 12.818126, 10.219740
  3.516370, 41.749722, 17.090000,  6.645655, 37.627838,  9.289994,375.576813, 16.150801, 16.896877, 58.605053, 13.320499, 10.743940
  3.566494, 43.807663, 21.020000,  7.082993, 39.672901,  9.531030,383.230042, 16.407984, 17.554024, 59.526577, 13.533624, 10.637396
  3.545288, 42.993179, 20.809999,  7.314039, 39.707718,  9.475749,367.598145, 16.733513, 17.146141, 58.281052, 13.137815, 10.105666
  4.148057, 44.174507, 21.540001,  8.240231, 39.892342,  9.696883,369.796234, 16.075527, 17.420296, 57.967468, 12.929764, 10.502716
  4.027888, 46.045921, 23.219999,  8.393001, 40.808041,  9.654867,371.668884, 16.560352, 16.240788, 58.632790, 13.097215, 10.370366
  4.186613, 45.654236, 21.830000,  8.001519, 38.710781,  9.652554,373.785645, 15.625332, 15.462018, 56.983994, 12.843498, 10.677763
  4.176332, 45.902916, 22.430000,  8.364357, 39.212944,  9.637039,379.566254, 15.770785, 15.250317, 58.300137, 13.041400, 10.430139
  4.113356, 46.164043, 22.120001,  8.803582, 39.530472,  9.803276,396.908051, 16.304094, 16.051767, 59.695805, 13.208856, 10.626529
  4.138418, 46.816875, 22.020000,  8.669906, 38.230774,  9.747865,392.267334, 16.200199, 15.968597, 59.348682, 13.076921, 10.728998
  4.450085, 44.590435, 19.920000,  8.135197, 37.152599,  9.388803,396.093994, 15.791565, 15.666165, 59.515011, 12.726783, 10.481372
  4.511133, 43.209724, 15.160000,  8.478938, 37.595676,  9.475244,386.812317, 15.943937, 15.840067, 60.722664, 12.546082, 10.660687
  4.529768, 43.699261, 15.490000,  7.906038, 36.975376,  9.484111,390.231873, 15.528363, 15.772014, 58.770172, 12.633463, 10.660687
  4.754039, 41.923191, 15.710000,  8.593520, 36.864613,  9.218136,393.895630, 15.403696, 16.490299, 60.202015, 12.140045, 10.605186
  5.066350, 43.504715, 17.490000,  8.631711, 38.828934,  9.741214,405.294037, 15.930078, 16.172750, 60.802216, 12.643740, 11.036395
  5.218648, 43.900089, 18.110001,  7.972878, 39.980961,  9.770026,405.794220, 16.799963, 16.416414, 60.773281, 12.468988, 10.822926
  5.578509, 44.634380, 16.900000,  8.049259, 39.159626,  9.929611,398.976227, 16.695705, 15.962296, 61.865269, 12.427869, 10.820383
  5.718600, 43.379204, 17.770000,  8.250705, 40.799305,  9.874198,396.593994, 16.744347, 16.113668, 61.178242, 12.443294, 10.349934
  5.502039, 44.251541, 17.430000,  8.126128, 43.314480, 10.149798,397.579712, 17.154442, 16.340727, 62.837273, 12.587204, 10.585159
  5.175592, 42.525677, 16.360001,  7.656577, 42.654148, 10.092038,392.568909, 16.820808, 17.090017, 62.234066, 12.335356, 10.615095
  5.521317, 42.425247, 16.080000,  7.761986, 42.409328, 10.134246,384.847351, 16.271700, 16.265047, 62.619244, 12.001273, 10.486793
  5.462197, 41.716072, 16.120001,  7.800319, 42.142223,  9.854346,365.707672, 16.111832, 16.159084, 61.979683, 11.975576, 10.337102
  5.255277, 41.847862, 16.190001,  7.857814, 43.611271,  9.254552,366.529205, 15.993664, 16.280182, 61.863403, 12.160605, 10.358488
  5.621565, 42.660732, 17.090000,  8.001555, 43.477726,  9.072398,372.936310, 16.188292, 16.245535, 61.449108, 12.206865, 10.341383
  4.543264, 43.383892, 15.450000,  8.595683, 42.290611,  8.597005,375.811493, 15.375051, 15.942158, 58.767303, 11.981301,  9.952187
  4.562541, 44.436951, 14.600000,  8.432777, 42.943520,  8.945777,380.493652, 16.153540, 16.146938, 56.005543, 12.085478,  9.704133
  4.634514, 45.673927, 14.230000,  8.269871, 44.160297,  8.774722,385.750885, 16.348162, 16.192444, 55.576763, 12.398036,  9.687020
  4.786171, 46.143364, 14.900000,  8.758589, 45.265781,  8.703638,386.324341, 17.022379, 15.911827, 56.201775, 12.304271,  9.742620
  4.468721, 46.803093, 15.480000,  8.154878, 44.145462,  8.199369,380.685913, 17.519089, 15.623615, 54.951733, 12.022976,  9.695577
  4.826013, 48.572968, 16.000000,  8.471108, 46.114986,  8.239354,396.357635, 18.376913, 16.275875, 56.005543, 12.309478, 10.081301
  5.212864, 47.475513, 16.209999,  8.654481, 46.949387,  8.432621,392.045715, 19.102228, 16.071093, 56.254211, 12.330321, 10.004115
  4.914692, 48.147942, 17.080000,  8.625631, 48.171173,  8.363607,394.367493, 19.060381, 15.805652, 55.538055, 12.158409,  9.733972
  4.602382, 50.190586, 17.570000,  8.202523, 48.163727,  8.348016,395.030914, 18.816284, 15.919406, 55.384609, 12.309478,  9.999828
  4.923689, 51.713047, 17.440001,  8.750642, 48.141369,  8.546248,393.538361, 18.913927, 15.889073, 56.210384, 12.512644, 10.522978
  4.853001, 50.444313, 17.170000,  8.404462, 45.139050,  8.025055,389.309540, 18.202559, 15.100305, 55.158073, 12.241757, 10.214236
  4.691063, 51.294369, 17.450001,  8.721794, 48.186062,  7.920368,382.758789, 18.279280, 15.032046, 53.345787, 12.465758, 10.492959
  4.915978, 53.511311, 18.940001,  9.337222, 48.476612,  8.704387,385.660980, 19.025513, 15.939941, 54.807289, 12.278226, 10.269978
  5.340102, 53.351288, 20.010000,  8.433311, 48.238220,  8.566295,384.914734, 19.736877, 15.749913, 55.136139, 12.735426, 10.094167
  5.654981, 55.066753, 20.490000,  8.654481, 49.318439,  8.717752,368.330627, 18.655876, 16.236397, 54.595394, 12.524221, 10.377179
  5.481476, 56.046074, 20.080000,  8.423693, 49.176910,  8.452704,360.702148, 18.927876, 16.046362, 54.807289, 12.909663, 10.081301
  5.525174, 52.583199, 19.910000,  7.519782, 49.311020,  8.441565,365.401947, 18.669827, 15.673903, 53.338478, 12.994142,  9.699664
  5.924877, 51.738293, 20.700001,  7.327459, 49.571743,  8.693253,365.318146, 18.402435, 16.441629, 52.571159, 12.914944,  9.751120
  5.890177, 51.699875, 20.549999,  7.443155, 50.213203,  8.557386,369.840668, 17.940809, 15.004986, 52.666164, 12.745980,  9.248283
  5.878610, 52.231152, 21.000000,  7.298347, 49.585060,  8.408154,360.963165, 17.772930, 14.427290, 52.182796, 12.518936,  9.093498
  5.940300, 53.703350, 20.900000,  7.800350, 48.111946,  8.430428,367.495667, 17.682009, 14.077624, 52.557663, 12.603418,  8.753838
  6.594479, 54.663506, 23.850000,  8.012734, 48.904594,  8.419361,373.609436, 17.661022, 14.404482, 54.042503, 12.698462,  9.200987
  6.581627, 54.477863, 22.650000,  7.800350, 48.455921,  8.350133,380.644470, 17.353264, 13.682357, 53.917564, 12.793506,  9.072002
  6.837385, 53.741756, 22.980000,  7.240423, 47.259476,  8.028542,378.885773, 17.052502, 12.998240, 53.329487, 12.550618,  8.839827
  6.890079, 54.855484, 25.200001,  7.626578, 50.811413,  8.204967,381.230774, 17.241350, 13.249082, 53.924896, 12.656219,  8.805432
  6.593193, 53.807568, 24.000000,  6.883230, 50.325363,  8.285367,380.309570, 16.660810, 12.716994, 52.726738, 12.012058,  9.119296
  6.940204, 52.936062, 21.190001,  6.497074, 50.474911,  8.041944,377.210663, 16.248146, 12.331695, 51.984303, 11.881835,  9.029006
  7.153551, 53.181381, 21.850000,  6.178495, 49.368206,  7.983878,371.096985, 16.192192, 12.453646, 55.049564, 12.310008,  8.900022
  7.000609, 55.285900, 22.320000,  5.193797, 49.084045,  8.843678,384.413239, 16.318085, 12.857587, 56.041901, 12.786349,  8.998908
  7.859136, 55.544144, 24.629999,  4.971758, 48.814850,  8.743185,381.900696, 16.779728, 13.162447, 55.225983, 12.663250,  9.557848
  7.909263, 57.739044, 24.760000,  5.290336, 48.867203,  8.732018,405.921844, 17.637472, 14.061792, 57.004864, 12.818464,  9.544950
  8.297400, 58.642818, 26.740000,  5.608914, 50.254879,  8.790082,409.389221, 17.756777, 13.002394, 57.453255, 13.048612,  9.687252
  8.911736, 59.514339, 26.520000,  5.522029, 51.838726,  9.134002,418.776093, 18.816574, 13.505417, 57.570869, 13.257343,  9.872638
  9.334575, 59.669277, 27.950001,  5.686145, 52.123970,  9.310430,412.433533, 19.251715, 13.558770, 58.675770, 13.417912,  9.665700
  9.553061, 59.436844, 26.900000,  5.647530, 52.281609,  9.051196,413.617493, 18.304224, 13.596881, 57.537746, 13.326922,  9.876944
  9.139220, 59.152836, 28.170000,  5.888877, 53.107304,  8.986269,417.507568, 18.514772, 13.901743, 56.968719, 13.359031,  9.954549
  9.427111, 58.700909, 30.500000,  5.618568, 53.662766,  9.109406,416.408142, 18.227018, 13.444451, 58.084595, 13.182412,  9.846767
  9.239470, 57.616398, 30.600000,  5.493067, 52.724468,  8.892244,410.403870, 17.518148, 13.444451, 57.271687, 13.107480, 10.014901
  9.806251, 62.183064, 33.779999,  6.699806, 52.056404,  9.427299,411.165100, 18.465649, 13.455581, 58.106758, 13.342978, 10.571048
 11.000223, 61.935822, 34.130001,  6.902537, 52.153996,  9.183282,413.702026, 18.100681, 13.310402, 57.271687, 13.556021, 10.734871
  9.779263, 61.812202, 35.700001,  7.134230, 49.917107,  9.051196,386.386780, 15.272236, 12.974205, 55.601585, 13.404132, 10.424468
  9.257460, 65.260651, 39.849998,  7.105269, 51.463432,  9.010900,396.365784, 15.209069, 13.279839, 53.687607, 14.044226, 10.730559
  9.234325, 63.738094, 39.540001,  6.883230, 53.197392,  8.856427,381.059143, 14.556349, 14.234941, 52.542168, 14.532444, 10.661585
  8.650836, 64.668556, 40.099998,  6.989423, 54.443436,  9.006423,392.824829, 15.013180, 13.944593, 53.658043, 14.906737, 10.536559
  9.033830, 66.900299, 40.330002,  7.240423, 54.996784,  9.324321,395.217987, 14.533665, 14.380124, 54.515247, 15.340706, 10.566066
  9.184205, 67.472870, 40.540001,  7.327308, 56.014416,  9.821321,400.431763, 14.357373, 14.082131, 54.618729, 14.955558, 10.432096
  8.703529, 66.360268, 39.509998,  7.578310, 55.320934,  9.693713,392.482849, 14.329163, 13.959870, 54.198151, 15.183388, 10.462351
  8.121322, 68.188606, 36.630001,  6.941153, 56.376228,  9.720348,401.628296, 13.997729, 13.761212, 53.781693, 14.771125, 10.829679
  8.310252, 71.734688, 33.950001,  7.114923, 58.682873,  9.946980,405.218140, 13.779124, 13.921669, 55.618549, 14.646354, 11.032786
  7.706197, 69.912842, 36.130001,  7.520387, 59.346195,  9.962685,408.636932, 13.821439, 13.868190, 57.113319, 14.847071, 10.929074
  8.060918, 70.986397, 33.160000,  5.937147, 58.743168,  9.834785,403.679626, 13.722710, 14.273150, 56.287857, 14.668056, 10.725964
  8.969571, 69.481590, 33.689999,  5.985416, 59.979359,  9.520643,407.354950, 13.567575, 13.974991, 60.259018, 14.190698, 10.574710
  8.542875, 66.355499, 31.799999,  6.265380, 62.512115,  9.428647,410.688232, 13.715663, 13.560574, 60.214378, 14.048762, 10.470995
  8.616132, 71.021660, 31.730000,  7.356269, 65.172997,  9.704641,410.346344, 13.440641, 13.752433, 63.255959, 13.922442, 10.591996
  9.046682, 70.582565, 32.349998,  7.230770, 62.904087,  8.970904,426.927765, 14.089405, 13.882901, 63.531128, 14.394764, 10.427777
  9.239470, 70.517044, 34.430000,  7.008730, 66.688164,  8.789152,434.981201, 13.757971, 14.097780, 64.921753, 14.262954, 10.531495
  8.700960, 68.308479, 31.660000,  6.786690, 65.587639,  8.497453,423.063965, 13.495428, 13.698713, 64.378899, 14.070732, 10.125274
  8.290973, 67.174690, 34.950001,  6.574305, 63.996696,  8.124973,421.423157, 13.013448, 14.182199, 62.698208, 13.883999, 10.366551
  8.167590, 69.684738, 31.629999,  6.970114, 63.157120,  8.335895,428.072723, 12.914214, 14.074757, 62.703468, 14.405746, 10.214865
  7.924685, 71.296928, 30.100000,  6.690152, 63.384014,  8.347114,432.995026, 12.921304, 13.729415, 63.383820, 14.680355, 10.271206
  7.613659, 71.526306, 26.750000,  5.744069, 60.887981,  8.043405,429.799744, 12.162894, 13.652668, 60.236305, 14.619938,  9.972171
  7.397743, 70.602249, 25.639999,  5.782684, 64.700111,  8.027656,417.623444, 12.970920, 13.506858, 60.191441, 15.262514,  9.876826
  7.560967, 69.304626, 25.139999,  6.130226, 63.073933,  8.117653,412.269226, 12.758284, 13.453136, 59.750336, 15.031848,  9.881159
  7.360472, 72.496254, 24.420000,  5.879224, 61.954487,  8.333643,416.673431, 13.467079, 13.353370, 60.385826, 15.317428,  9.907163
  7.120134, 74.410408, 23.559999,  5.579953, 60.502254,  8.142406,423.841064, 13.155208, 12.813549, 55.399151, 15.235055, 10.253868
  6.512224, 73.598373, 21.600000,  5.396529, 58.429794,  8.034410,410.887573, 12.673231, 12.613093, 53.245979, 14.774305, 10.136856
  7.803876, 73.301292, 18.260000,  5.473761, 59.813961,  8.311147,405.274200, 12.155809, 12.535998, 52.872173, 15.196747, 10.258204
  8.429775, 77.275650, 19.100000,  5.811646, 59.685390,  8.626132,417.364288, 12.885867, 13.199032, 52.722641, 16.708639, 10.613579
  8.778071, 78.206528, 20.469999,  5.724761, 60.124054,  8.743127,418.832397, 12.396800, 12.913774, 51.922672, 17.214460, 11.176983
  8.180444, 74.126541, 19.780001,  5.637876, 57.454071,  8.601382,415.585480, 12.410649, 13.029417, 51.234871, 16.797573, 11.580028
  8.727949, 76.285355, 23.930000,  4.315292, 58.935894,  8.896116,423.959930, 13.116362, 12.836679, 53.238495, 16.958767, 11.646297
  8.835907, 78.695076, 24.559999,  4.450448, 56.134113,  8.947870,424.308838, 13.472791, 12.805840, 52.274078, 17.025471, 11.385558
  8.788355, 79.223206, 24.660000,  4.527678, 57.273037,  9.085114,430.677032, 14.171379, 13.029417, 53.968048, 17.570200, 11.654985
  9.320438, 80.801102, 25.799999,  4.247715, 55.276123,  9.022133,425.006805, 13.864859, 13.029417, 53.810013, 17.425684, 11.707137
  9.523502, 80.972717, 26.530001,  4.160830, 56.954147,  9.254453,429.106750, 13.907627, 13.815812, 55.789040, 17.709164, 12.193846
  9.382127, 80.147514, 26.209999,  4.093253, 58.654949,  9.112354,431.811127, 13.593976, 14.178166, 54.983883, 18.287239, 12.128663
  9.893647, 79.487312, 24.850000,  4.267023, 59.869812,  9.123631,433.294037, 14.663242, 14.609914, 55.999718, 18.098255, 12.180808
  9.538924, 81.050560, 24.010000,  4.875219, 63.537170,  9.340161,445.332458, 14.706016, 14.702426, 57.151024, 17.664692, 12.632753
  9.641742, 84.186798, 25.230000,  5.000719, 62.557701,  9.604060,439.487640, 15.397474, 15.367024, 56.737144, 18.868357, 12.619717
 10.275355, 84.685135, 20.120001,  4.875219, 62.064129,  9.371742,435.387726, 15.205002, 14.941236, 59.047295, 19.340063, 12.710975
 10.334476, 86.040642, 20.860001,  4.585601, 60.545582,  9.306330,439.313232, 15.041048, 16.040537, 59.408466, 19.216526, 12.524113
 10.062012, 81.768166, 20.879999,  4.450448, 60.720200,  9.362715,432.596130, 14.620469, 15.150262, 59.130051, 18.935743, 12.376364
 10.682772, 82.392761, 21.070000,  5.193797, 65.010185,  9.491282,446.031738, 14.741656, 15.630235, 59.589077, 18.559498, 12.441545
 11.033639, 82.751587, 21.450001,  4.923488, 68.212555,  9.473240,447.529388, 15.830442, 15.336057, 61.252071, 18.643736, 12.737151
 11.776498, 88.558914, 21.799999,  5.251720, 68.403084,  9.552184,443.212799, 15.465128, 14.941236, 61.063953, 18.346109, 12.284122
 11.736657, 87.635353, 20.690001,  5.579953, 68.235420,  9.658190,435.019775, 14.992363, 14.461263, 60.525681, 19.092979, 11.735259
 11.343379, 86.665230, 20.930000,  5.850262, 68.677383,  9.853489,456.779510, 14.813288, 15.219930, 59.451061, 19.637686, 12.192642
 11.273974, 86.146965, 22.120001,  6.226764, 69.111717,  9.837662,476.337006, 15.013854, 15.785073, 59.261868, 20.025167, 12.654386
 10.564532, 83.834641, 20.770000,  5.811646, 67.633461,  9.711045,480.565552, 14.383500, 15.444442, 59.292122, 19.643301, 12.528059
 10.903831, 86.412712, 20.350000,  5.985416, 67.694427,  9.858007,490.696686, 14.505273, 15.096072, 58.974297, 20.075705, 12.423517
 10.930819, 87.054588, 19.709999,  5.647530, 67.930679,  9.928102,482.503632, 15.114139, 14.683044, 58.588360, 19.070515, 12.667457
 12.160780, 91.306709, 18.260000,  5.309644, 67.153435, 10.249165,479.067841, 15.851940, 15.779018, 60.056454, 19.502913, 13.042081
 11.374224, 95.933258, 17.730000,  5.328951, 67.534424, 10.400655,480.125092, 14.913570, 15.545834, 59.973221, 19.901884, 13.081285
 10.973231, 98.139503, 16.219999,  5.763376, 65.096069, 10.461699,481.622803, 14.705843, 14.799631, 59.549446, 20.656652, 12.850410
 10.892266, 97.337227, 15.690000,  6.110918, 68.616440, 10.563446,481.534607, 15.207257, 15.133868, 55.901855, 21.632736, 12.497569
 10.702053, 97.604622, 14.900000,  6.004724, 68.578339, 10.326037,475.087952, 15.063998, 15.196048, 56.408894, 20.940397, 12.236206
 10.902546, 96.969490, 14.940000,  6.236419, 69.562210, 10.536315,481.315735, 15.288632, 15.561378, 58.149448, 21.269541, 12.432692
 11.447481, 94.388794, 14.690000,  6.777036, 69.057350, 10.671972,478.379791, 14.950164, 15.398149, 57.672676, 20.997149, 12.432692
 10.977087, 87.776672, 14.180000,  6.188148, 66.571335, 10.296647,444.572052, 13.841147, 14.302167, 55.599545, 20.679356, 11.921763
 11.306105, 87.636261, 14.200000,  6.516382, 68.468338, 10.400081,447.774811, 13.754727, 13.866882, 56.909378, 20.741774, 11.812590
 11.514311, 85.817741, 14.010000,  7.385231, 68.843178, 10.246011,440.657471, 13.790736, 13.602597, 57.328205, 20.985794, 11.397729
 12.019403, 90.243652, 13.500000,  7.723118, 69.592804, 10.422738,460.141418, 13.877153, 13.874655, 59.376720, 22.064026, 11.790753
 11.941003, 86.914207, 13.060000,  8.022388, 68.009422, 10.388751,456.760651, 13.776334, 13.377188, 58.203972, 22.376150, 11.773286
 12.168489, 87.838707, 12.860000,  8.022388, 69.225647, 10.880434,458.806854, 14.100392, 13.711423, 58.447659, 22.285345, 12.179416
 11.597850, 86.654053, 13.570000,  7.645887, 69.631058, 11.066229,459.073730, 14.734124, 14.421313, 58.424805, 22.242605, 12.192515
 11.691673, 87.737747, 14.160000,  7.616925, 71.359787, 11.313204,475.265839, 15.958370, 14.803906, 59.209202, 22.832458, 12.672878
 12.841946, 84.776146, 14.320000,  7.568656, 71.918152, 11.517129,474.821136, 15.749523, 14.296383, 62.103004, 22.128065, 12.389025
 12.956331, 80.118309, 13.530000,  7.732772, 71.604561, 11.745975,481.226837, 15.771129, 14.444739, 64.128716, 22.609114, 12.244919
 13.975514, 83.355896, 14.680000,  8.736777, 71.443932, 12.017873,477.254120, 16.127892, 14.304201, 65.149139, 22.672110, 12.306057
 14.140022, 78.274040, 15.590000,  8.640239, 74.190262, 12.457441,494.237915, 16.431910, 14.397896, 66.177216, 23.536840, 12.411125
 14.602702, 80.030838, 14.760000,  9.422204, 75.434059, 12.296567,495.316284, 16.041021, 14.194884, 66.892525, 23.342131, 12.047511
 15.217038, 87.105042, 14.310000, 10.136594, 76.647148, 12.606982,489.834534, 16.185797, 14.452552, 67.719582, 23.210415, 12.319127
 15.999743, 83.800148, 14.070000, 10.136594, 75.388008, 12.158060,479.230988, 15.802142, 14.421313, 65.812737, 23.055794, 12.362935
 15.486937, 87.165619, 13.630000, 11.246790, 75.357262, 12.416836,485.072083, 17.546675, 14.811720, 67.137604, 23.067251, 12.560074
